Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist - TikTok Ads,$77K - $125K (Glassdoor est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

About The Tiktok Monetization Product Data Science Team
We're the TikTok Monetization Products data science team, who enables and champions data driven decision making. Our Vision is to become the world class data science team, where data is used rigorously to drive all decision making. Our Mission is to drive monetization and sustainable revenue growth for TikTok through data science.

Responsibilities:
1. Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.
2. Build and prototype analysis pipelines iteratively to provide insights at scale.
3. Develop comprehensive knowledge of Tiktok data structures and metrics, advocating for changes where needed for product development.
Interact cross-functionally, making business recommendations (e.g., cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
4. Research and develop analysis, forecasting, and optimization methods to improve the quality of Tiktok ads products.
1. Master's degree in a quantitative discipline (e.g., Statistics, Operations Research, 2. Economics, Computer Science, Mathematics, Physics) or equivalent practical experience.
3. 5-7 years of relevant work experience, including expertise with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.
4. Experience with statistical software (e.g. R, Python, MATLAB) and database languages (e.g. SQL)
4. Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.
6. Demonstrated skills in selecting the right statistical tools given a data analysis problem. Effective written and verbal communication skills.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.",-1,TikTok,"Seattle, WA",501 to 1000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist - Customer Analytics,$77K - $125K (Glassdoor est.),"We are Farmers!
Join a team of diverse professionals at Farmers to acquire skills on the job and apply your learned knowledge to future roles at Farmers. Farmers Insurance also offers extensive training opportunities through the award winning University of Farmers named by Training magazine amongst top 10 corporate training units in the world.
Job Summary
The Data Scientist I is a valuable part of the Marketing and Customer Analytics team who builds and operationalizes predictive models, provides statistical analysis and data visualization services for several functions. Works on end to end solutions as part of a team. Designs innovative analytic models and responsible for pulling and cleaning datasets, evaluating models, and presenting results to leadership and other key stakeholders.",3.7,"Farmers Insurance Group
3.7",California,10000+ Employees,1928,Subsidiary or Business Segment,Insurance Carriers,Insurance,$1 to $2 billion (USD)
Data Scientist,$77K - $125K (Glassdoor est.),"Purpose & Overall Relevance for the Organization:

The Data Scientist will develop key data science products, methods, and models across the full analytics lifecycle: from defining the business & data understanding to data preparation, modeling, evaluation and deployment.

Key Responsibilities:",4.0,"Adidas
4.0","Portland, OR",10000+ Employees,1949,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
AI Residency Program 2022 - US Locations,$77K - $125K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.
The Artificial Intelligence (AI) Residency Program is a one-year research training position designed to give you hands-on experience with artificial intelligence research while working in Facebook AI. This program is designed for applicants who seek advanced experience in artificial intelligence research, under the mentorship of an established researcher, with the long-term goal of obtaining an AI research scientist/engineer role. The AI Residency application is open to all fields of study, including areas ostensibly unrelated to machine learning such as (but not limited to) math, physics, finance, economics, linguistics, computational social science, neuroscience and bioinformatics. We seek people from a diverse range of technical backgrounds who have prior coding experience and are passionate about AI research. Candidates for the residency should have a foundational knowledge in ML and AI research, and have plans to pursue a career in research after completing the program. Candidates who already hold a PhD on an AI-related topic should consider other roles in Facebook.During your residency, we will pair you with an AI researcher who will act as your mentor and help guide your project. With your team, you will pick a research problem of mutual interest and then devise new AI techniques to solve it. We also encourage collaborations beyond the assigned mentor. The research will be communicated to the academic community by submitting papers to top academic venues (for example, NeurIPS, ICML, ICLR, CVPR, ICCV, ACL, EMNLP etc.), as well as open-source code releases and/or product impact. This is a full-time, 12-month program that cannot be undertaken in conjunction with university study or another job.Applications will close on Tuesday, January 18, 2022 at 5pm Pacific Time. The program will start in June 2022.


Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.3,"Meta
4.3","Menlo Park, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
Associate Data Scientist,$77K - $125K (Glassdoor est.),"Job Title: Associate Data Scientist
Location: Atlanta / US Remote

WHY YOU'LL LOVE SALESLOFT:
Put Customers First. Team Over Self. Focus on Results. Bias Towards Action. Glass Half Full.
These are the values that define who we are, that have empowered our staggering growth, and could be instrumental to your career development
Headquartered in Atlanta, Georgia, with offices in San Francisco, New York, London, Indianapolis, and Guadalajara, Salesloft is growing rapidly and is looking for future Lofters to join our team. As a testament to our Organizational Health, Salesloft has been named by Forbes as one of America's Best Startup Employers in 2020, twice by Deloitte as a 'Fastest-Growing Technology Company in North America,' featured by The New York Times as a start-up on a path to a $1B valuation, and has been recognized as a '#1 Best Place to Work in Atlanta' three separate years. Salesloft is ranked #1 in the emerging category of Sales Engagement software and is on a mission to equip companies to maximize revenue by creating a fantastic buying experience.",4.7,"Salesloft
4.7",Georgia,501 to 1000 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist - Remote,$77K - $125K (Glassdoor est.),"Company Description

Medable's mission is to get effective therapies to patients faster. We provide an end-to-end, cloud-based platform with a flexible suite of tools that allows patients, healthcare providers, clinical research organizations and pharmaceutical sponsors to work together as a team in clinical trials. Our solutions enable more efficient clinical research, more effective healthcare delivery, and more accurate precision and predictive medicine. Our target audiences are patients, providers, principal investigators, and innovators who work in healthcare and life sciences.
Our vision is to accelerate the path to human discovery and medical cures. We are passionate about driving innovation and empowering consumers. We are proactive, collaborative, self-motivated learners, committed, bold and tenacious. We are dedicated to making this world a healthier place.",4.0,"Medable
4.0","Palo Alto, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Scientist,$77K - $125K (Glassdoor est.),"Bachelor's Degree
1+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
Job summary
This new role in the ES Tech will establish world class data science/business intelligence, analytics and reporting for Amazonians as part of building the Personalization Engine for myHR. This key role will work closely with internal partners to assist in developing and managing solutions for ES Tech.

Core Responsibilities:
Manage and execute entire projects or components of large projects from start to finish including data gathering and manipulation, synthesis and modeling, problem solving, and communication of insights and recommendations.
Masters or PhD in Mathematics, Computer Science, Engineering, Statistics, or similar discipline 8+ years of relevant working experience in an analytical role. - Excellent communication skills, both written and oral with both technical and business people. Ability to speak at a level appropriate for the audience.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit https://www.amazon.jobs/en/disability/us

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","New York, NY",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Data Scientist, Clinical Analytics (Remote)",$77K - $125K (Glassdoor est.),"About AbbVie
AbbVie’s mission is to discover and deliver innovative medicines that solve serious health issues today and address the medical challenges of tomorrow. We strive to have a remarkable impact on people’s lives across several key therapeutic areas: immunology, oncology, neuroscience, eye care, virology, women’s health and gastroenterology, in addition to products and services across its Allergan Aesthetics portfolio. For more information about AbbVie, please visit us at www.abbvie.com. Follow @abbvie on Twitter, Facebook, Instagram, YouTube and LinkedIn.
Establishes standards to be used in the design and development of key system interfaces.
Supports the execution of all DSS processes and systems involved throughout the clinical trial lifecycle.
Performs analysis tasks in support of clinical trial data integrity.




Continuous standing for prolonged periods (more than 2 consecutive hours in an 8 hour day)

No

Experienced

Full-time

IC

At AbbVie, we value bringing together individuals from diverse backgrounds to develop new and innovative solutions for patients. As an equal opportunity employer we do not discriminate on the basis of race, color, religion, national origin, age, sex (including pregnancy), physical or mental disability, medical condition, genetic information gender identity or expression, sexual orientation, marital status, protected veteran status, or any other legally protected characteristic.",3.9,"Abbvie
3.9","Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Data Scientist, Baseball Research & Development",$77K - $125K (Glassdoor est.),"Primary Purpose
The Cleveland Guardians Baseball Research & Development group is seeking to hire a data scientist to use statistical and machine learning techniques to enhance our ability to quantify the game of baseball. In this role, you will work with video, player tracking, and biomechanics data as well as traditional baseball data sources (i.e. box scores). You will work alongside the rest of the R&D department to use these data sources to build creative and impactful statistical and machine learning models that will help the team acquire the best possible players (i.e. trades, free agency, draft) and develop them into members of a championship-caliber team. We are open to a remote role for the right candidate, but relocation to Cleveland, OH is preferred. We can also be flexible on start dates.
If you meet some of the qualifications below, we encourage you to apply or to reach out for more information. We know that historically marginalized groups – including people of color, women, people from working class backgrounds, and people who identify as LGBTQ – and groups that may not have direct experience in the sports industry - are less likely to apply unless and until they meet every requirement for a job. Therefore, we encourage you to reach out if you have questions about the role or your qualifications. We are happy to help you feel ready to apply!",-1,Cleveland Indians - Baseball Operations,Ohio,-1,-1,-1,-1,-1,-1
Data Scientist (Mid) - Data & Analytics - IT - CS - US,$77K - $125K (Glassdoor est.),"At Bayer Crop Science Biologics R&D, we find microbial-based biological crop protection and seed growth solutions for growers. The Data Scientist with statistics focus at bio-statistical team in Bayer Crop Science Biologics is responsible for experimental design, novel statistical modeling development and deployment, and ensuring the data-driven business decision through digital transformation by collaboration with data engineers, software developers, and biological scientists.
Key Tasks & Responsibilities

Work as a member of the bio-statistical team in Bayer Crop Science Biologics to optimize experimental designs, develop and deploy novel statistics models and machine learning algorithms for trials at control environment and in-field.
Discover emerging technologies, such as, imagery technology, for deployment to achieve broader project goals by collaboration with stakeholders in Bayer Crop Science Biologics and other teams in Biologics.",4.1,"Bayer
4.1","West Sacramento, CA",10000+ Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist (Remote) - US,$77K - $125K (Glassdoor est.),"Data Scientist
At AlphaSights, we search through hundreds of millions of professionals working in the world today to find the small handful of experts qualified to answer our clients' needs. They use these insights to drive amazing progress within their organizations. Our mission is to provide access to dispersed, hidden, and underutilized knowledge.
AlphaSights' Data Scientists and Engineers help to build new products and improve search and discovery. Working collaboratively with teams across the company, and especially closely with Data Scientists, you will apply your Engineering, Data Analysis, and Data Science skills to help bring data driven models and services into production. You will work with unique, proprietary data sets that offer a window onto the world economy. Ultimately, your work will power the next generation of features to help us build our knowledge on demand offering.",3.9,"AlphaSights
3.9",New York State,501 to 1000 Employees,2008,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Data Scientist - 3PD Research,$77K - $125K (Glassdoor est.),"Company Summary
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Target Openings
1
Job Description Summary
Travelers Data Scientists are taking the organization to the next level of intelligence by using advanced statistical techniques and machine learning algorithms. As a Data Scientist, you will work with business partners to tell the story using data by identifying challenges and opportunities for data analysis and experiments. You will build models that solve key business challenges and enhance our customer experience.

Travelers offers a hybrid work location model that is designed to support flexibility.",4.0,"Travelers
4.0","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Sciences & AI Graduate Programme - US,$77K - $125K (Glassdoor est.),"Data Sciences & AI Graduate Programme
Locations: Boston, Gaithersburg, US
Salary: Competitive + Excellent Benefits
Fuel your curiosity, feel valued and follow the science
If you have a bachelor’s or master’s degree and a desire to explore and develop your skills in data science and artificial intelligence within a global biopharmaceutical organisation, our Data Science & AI Graduate Programme could be the perfect start to your career. You’ll gain invaluable insight, exposure and opportunities across our diverse, Research and Development organisation. We’ll accelerate your learning and help you achieve your potential.",4.2,"AstraZeneca
4.2","Waltham, MA",10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Junior Data Scientist - Evernorth,$77K - $125K (Glassdoor est.),"The job profile for this position is Data Science Lead Analyst, which is a Band 3 Contributor Career Track Role.

This position is with Evernorth, a new business within the Cigna Corporation.

Responsibilities:
Manage model governance needs for business partners.

Review model design, assumptions and performance as they relate to disparate metrics identified in our model governance framework. Provide guidance on mitigation actions.

Work cross-functionally to enforce adherence to the model governance framework and provide ongoing support for enhancements to the methodology.

Monitor and manage model governance KPIs of business partners around usage, disparity metrics and performance tracking

Participate in ongoing implementation of the governance procedure and various efforts in model standardization, automation, and inventory management.

Implement periodic model reviews and validation procedure for models in production.


Bachelors in Quantitative fields such as Mathematics, Decision Science, Operations Research, Computer Science, Economics, Statistics, Engineering or equivalent work experience.

2+ years of strong technical skills to extract and analyze data with proficiency in SAS, Python, or R.

Strong understanding of statistics, probability theory, applied mathematics, and numerical optimization methods with broad exposure to modern machine learning models.

Strong interpersonal skills and an outstanding ability to build relationships and navigate within a complex organization.

Self-awareness, maturity, ability to collaborate as part of the multi-disciplinary team.

Passionate self-starter to collaborate with stakeholders to establish trust & transparency in model life-cycles.

Experience in established institutions requiring implementing regulatory and / or consensus-driven methodology and model validation guidelines preferred

This role is WFH (Work From Home) which allows most work to be performed at home. Employees must be fully vaccinated if they choose to come onsite.

This position is not eligible to be performed in Colorado.

About Evernorth
Evernorth, Cigna Corporation’s health services segment, exists to elevate health for all. We're building on our legacy and redefining health care as we know it. Unbiased in how we think, we create without limitation. We partner without constraints, deliver value differently and act in the interest of humanity. Solving across silos, closing gaps in care, and empowering clients, customers, and people everywhere to move onward and upward. When you work with us, you’ll be empowered to solve the problems others don’t, won’t or can’t. Join us. What difference will you make?

Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws.

If you require reasonable accommodation in completing the online application process, please email: SeeYourself@cigna.com for support. Do not email SeeYourself@cigna.com for an update on your application or to provide your resume as you will not receive a response.",3.7,"Cigna
3.7","Hartford, CT",10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
"ASSOCIATE SCIENTIST - NO BENCHWORK, MICROBIOLOGY DATA ENTRY",$77K - $125K (Glassdoor est.),"JOB DESCRIPTION
PPD is a leading global contract research organization providing comprehensive, integrated drug development, laboratory and lifecycle management services. At PPD, we are passionate, deliberate, and driven by our purpose- to improve health!

PPD Laboratories offers the most comprehensive set of laboratory services available in the industry and continues to deliver innovative solutions to our clients through our collaborative approach, including PPD® Laboratories FSP. PPD® Laboratories FSP is a unique partnership that allows our clients to leverage the experience of our PPD staff, while allowing you, the employee, to gain direct experience working onsite at a pharmaceutical/ biopharmaceutical company, all while maintaining full-time benefits/advantages of being a part of PPD.",4.0,"PPD
4.0","Collegeville, PA",10000+ Employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
Astronomer Data Scientist,$77K - $125K (Glassdoor est.),"Job Title

Developer


Relevant Experience
(in Yrs)",3.9,"TCS
3.9","Boston, MA",10000+ Employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
DATA SCIENTIST: SAP Next Talent - Rotational Program (2022 Grads),$77K - $125K (Glassdoor est.),"What we offer
Our company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!

will launch your career by diving into the vast, innovative world of SAP. The 18-month rotational program allows you to Explore, Develop, and Make an Impact as a full-time employee. Here’s how:",4.5,"SAP
4.5","Palo Alto, CA",10000+ Employees,1972,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
University Grad Data Scientist,$77K - $125K (Glassdoor est.),"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for university grad Data Scientists to help us connect Pinners to actionable content that improves the Pinner experience. You'll apply quantitative analysis, modeling, and data mining to improve the relevance of Pins across our Ads, Search, and Feeds products.
What you'll do:


Not Specified
0",4.2,"Pinterest
4.2","San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
"Customer Intelligence Data Scientist - Opportunity for Working Remotely Bridgeport, CT",$77K - $125K (Glassdoor est.),"At VMware, we are preparing for the transformation of VMware to an even more customer-centric, cloud-ready company, which has resulted in a newly created and unified Customer Experience and Success Team. This has been as a result of many months of talking to our customers, as well as studying best practices in the software industry. This new organization will help to take VMware to the next level of customer satisfaction and success. This newly formed group has brought together various key functions and roles that are crucial to our customer experience. This includes Customer Success, Global Services, Technical Support, Premier Support, Technical Account Management and Professional Services.
Our goal is to create an integrated and agile team that can deliver a best-in-class customer experience at scale, across our five solution areas. We lead with putting the customer at the center of everything we do. This new organization will be better positioned to transition to proactively and prescriptively guide our customers to value realization outcomes. We will do so through designed and reconciled winning customer experiences. Our team will lead the way servicing our customers programmatically and help scale customer success to do the same. Furthermore, we expect this team and with laser-focus commitment to our customers to help accelerate VMware’s evolution to a software-as-a-service company and significantly raise VMware’s Net Promoter Score (NPS).







VMware’s Customer Experience and Success team is devoted to helping our customers realize outcomes everywhere – whether they are engaging with our Customer Success, Professional Services, Global Support, or Learning teams. We are driven by our service code of customer advocacy, trusted guidance, and cross-functional team work. The Customer Success team is laser-focused on the health of our customers and ensuring they are realizing the most value from their VMware investments. If you have a passion for making your customers successful, join a team who is dedicated to helping customers achieve their business outcomes in the fastest time possible.

VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape what’s possible today at http://careers.vmware.com.

Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law.",-1,VMware,"Bridgeport, CT",10000+ Employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
"Scientist, Data Analytics",$77K - $125K (Glassdoor est.),"Janssen Research & Development, L.L.C., a division of Johnson & Johnson's Family of Companies is recruiting for a Scientist, Data Analytics located in Malvern, PA; Spring House, PA; Cork, Ireland; or Leiden, Netherlands.

At the Janssen Pharmaceutical Companies of Johnson & Johnson, we are working to create a world without disease. Transforming lives by finding new and better ways to prevent, intercept, treat and cure disease inspires us. We bring together the best minds and pursue the most promising science. We are Janssen. We collaborate with the world for the health of everyone in it. Janssen Research & Development, LLC is part of the Janssen Pharmaceutical Companies.











United States-Pennsylvania-Malvern-200 Great Valley Parkway

Europe/Middle East/Africa-Netherlands-South Holland-Leiden, North America-United States-Pennsylvania-Spring House, Europe/Middle East/Africa-Ireland-Cork-Cork

Janssen Research & Development, LLC (6084)

R&D

2105980373W",4.2,"Johnson & Johnson Family of Companies
4.2","Malvern, PA",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist University Grad,$77K - $125K (Glassdoor est.),"One team. Global challenges. Infinite opportunities. At Viasat, we’re on a mission to deliver connections with the capacity to change the world. For more than 35 years, Viasat has helped shape how consumers, businesses, governments and militaries around the globe communicate. We’re looking for people who think big, act fearlessly, and create an inclusive environment that drives positive impact to join our team.

Job Responsibilities
As a Data Scientist, you will be part of a diverse team of engineers developing next-generation, vertically integrated products and services at Viasat. You will develop new, novel algorithms and techniques for analyzing complex data sets collected during Viasat’s product and service lifecycles. You will be responsible for defining and developing models that produce new inferences and enable action by adjacent teams. You will work with software engineers to create new tools, libraries, and services that can expand Viasat’s ability to understand complex data sets. You will be part of a growing team developing cloud-based solutions for tackling problems found at the cutting edge of technological development.





Viasat is proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, ancestry, physical or mental disability, medical condition, marital status, genetics, age, or veteran status or any other applicable legally protected status or characteristic.",4.1,"ViaSat
4.1","Carlsbad, CA",5001 to 10000 Employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD)
Associate Data Scientist,$77K - $125K (Glassdoor est.),"Why Patients Need You
Pfizer Worldwide Medical and Safety colleagues play a key role in connecting evidenced based, medical decision support with colleagues and stakeholders to enable better health and treatment outcomes. Whether you are creating framework necessary to ensure our evidence is scientifically sound, providing unbiased, medically necessary expertise or investigating how to close gaps in data, our mission is simple. Empower healthcare decisions regarding the safe and appropriate use of medicines for patients.
What You Will Achieve
It is our mission to strengthen the oversight of our clinical data through stronger ownership, control, and visibility. You will play an important role in processing, reviewing and receiving clinical data and records and from therapeutic groups as well as internal and outside investigators. You will ensure that accurate, timely, and consistent data reaches the clinical teams and other groups. You will be relied on for data management plans including data preparation and validation activities, among others.

Medical
#LI-PFE",4.2,"Pfizer
4.2","Peapack, NJ",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Clinical Analytics Data Scientist,$77K - $125K (Glassdoor est.),"Company :
AHI agilon health, inc.
Location :
Remote - USA
Job Title :
Clinical Analytics Data Scientist
Job Description :",3.8,"Agilon Health
3.8",Remote,201 to 500 Employees,2016,Company - Public,-1,-1,Unknown / Non-Applicable
Operational Data Scientist,$77K - $125K (Glassdoor est.),"The Company
At Sofar we connect the world's oceans. We build the technology to create global awareness of ocean weather, climate, and ocean health. Our unique ocean data provides insights to science and society, and our products make ocean industries more sustainable. As a mission-driven team we combine the best in ocean science and Bay Area innovation to capture the canvas of our oceans and drive the new Blue Economy.
The Position
Wayfinder, Sofar's weather routing service, provides daily speed and route guidance to large bulk carriers and container vessels to avoid dangerous weather, save fuel, and reduce carbon emissions. To accomplish this we use data-driven vessel performance models that help us accurately predict fuel consumption required to overcome resistance due to drag, wind and waves while maintaining an optimal speed. We are looking for a data analyst to help create and maintain bespoke vessel performance models for our costumers.",4.5,"Sofar Ocean
4.5",California,1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Data Scientist, Marketing Analytics",$77K - $125K (Glassdoor est.),"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing. Tinder’s Analytics Team is looking for a Data Scientist with expertise in Marketing Analytics.

Our analytics team takes ownership of the decisions being made from our data – we develop a deep understanding of both the business and its data and establish close working relationships with all teams - including Product, Marketing, Engineering, and Finance – so that we can provide recommendations and make proposals regarding prioritization of initiatives, product launches, A/B tests, and company performance.

As the Data Scientist, you will be a partner to the Marketing team by providing support for A/B test design, analysis, as well as data-driven insights through ad-hoc analyses, presentations, and automated reports and dashboards. This role will require extensive experience with SQL, data wrangling, statistics, and A/B testing as well as the ability to work in cross-functional teams to drive practical insights. Experience with user growth and acquisition across consumer products is a plus.",-1,Tinder,Remote,201 to 500 Employees,2012,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
"Lead Data Scientist, Brand Marketing",$77K - $125K (Glassdoor est.),"JOB DESCRIPTION
At Levi Strauss & Co , w e a re revolutionizing the apparel business and redefining the way denim is made.
We are taking one of the world’s most iconic brands into the next century:
from creating machine learning -powered denim finishes to using block-chain for our factory workers ’ wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain .
B e a pioneer in the fashion industry by joining our global Data, Analytics & AI “ startup with “assets , ” where you will have the chance to build exciting solutions that will impact our global business across continents .



Remote - USA
Full time",4.0,"Levi Strauss & Co.
4.0",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
Data Scientist,$77K - $125K (Glassdoor est.),"Summary
Posted: Nov 5, 2021
Weekly Hours: 40
Role Number:200305461
We're idealists. Inventors. Forever tinkering with products and processes, always on the lookout for better. Whether you work at our global offices, offsite, or even at home, a job at Apple will be demanding. But it also rewards forward-thinking, creative thinking and hard work. And none of us here would have it any other way. Does an exciting, dynamic, fast paced and pressure-filled environment catch your attention? Do you like puzzles and determining solutions that are not obvious? Terrific! Consider joining us. We are looking for experienced individual who will focus on exploratory analysis and development of innovative components to grow engagement of users, specifically in the areas of feature usage behavior and conversion optimization. If this is you we are interested!",4.3,"Apple
4.3","Minneapolis, MN",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Junior Data Scientist,$77K - $125K (Glassdoor est.),"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals, and branded generic medicines. Our 109,000 colleagues serve people in more than 160 countries.
WHAT YOU’LL DO
Entry level role in the Data Science & Advanced Analytics group of the organization
This role will assist in development of data platforms, business solutions, and proof of concept to assist the data science team in realizing business goals
Demonstrate high degree of analytic agility to meet fluid and dynamic business needs
Develop analytical solutions by using and applying appropriate methodology – including, but not limited to machine learning, natural language processing, image processing, simulation, forecasting, scenario analysis, and mathematical programming",3.9,"Abbott Laboratories
3.9","Waukegan, IL",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD)
